Glyma.01G091400	1	2098	1.0	Glyma.01G091400	1	2098	1.0	2098	100.000
Glyma.01G091400	965	2030	0.613441372735939	Glyma.02G130400	977	2042	0.604225352112676	1010	94.658
Glyma.01G091400	181	402	0.613441372735939	Glyma.02G130400	122	343	0.604225352112676	214	96.396
Glyma.01G091400	2056	2090	0.613441372735939	Glyma.02G130400	2043	2077	0.604225352112676	32	92.500
Glyma.01G091400	101	132	0.613441372735939	Glyma.02G130400	31	63	0.604225352112676	31	93.939
Glyma.01G091400	977	1972	0.5395614871306006	Glyma.05G153200	529	1524	0.6730083234244947	927	93.072
Glyma.01G091400	201	386	0.5395614871306006	Glyma.05G153200	218	403	0.6730083234244947	176	94.624
Glyma.01G091400	2050	2081	0.5395614871306006	Glyma.05G153200	1634	1665	0.6730083234244947	29	90.625
Glyma.01G091400	977	1972	0.5395614871306006	Glyma.08G109500	431	1426	0.6778443113772455	927	93.072
Glyma.01G091400	200	385	0.5395614871306006	Glyma.08G109500	117	302	0.6778443113772455	174	93.548
Glyma.01G091400	2050	2082	0.5395614871306006	Glyma.08G109500	1562	1594	0.6778443113772455	31	93.939
Glyma.01G091400	968	1969	0.5252621544327931	Glyma.08G110340	287	1288	0.8555900621118012	925	92.315
Glyma.01G091400	201	386	0.5252621544327931	Glyma.08G110340	1	186	0.8555900621118012	177	95.161
Glyma.01G091400	977	1975	0.5505243088655862	Glyma.08G110420	376	1374	0.7072872014696877	926	92.693
Glyma.01G091400	201	386	0.5505243088655862	Glyma.08G110420	80	265	0.7072872014696877	179	96.237
Glyma.01G091400	2050	2077	0.5505243088655862	Glyma.08G110420	1477	1504	0.7072872014696877	25	89.286
Glyma.01G091400	92	118	0.5505243088655862	Glyma.08G110420	7	32	0.7072872014696877	25	92.593
Glyma.01G091400	977	1971	0.5591039084842707	Glyma.08G110460	367	1361	0.7139379184418746	924	92.864
Glyma.01G091400	201	386	0.5591039084842707	Glyma.08G110460	71	256	0.7139379184418746	172	92.473
Glyma.01G091400	1999	2085	0.5591039084842707	Glyma.08G110460	1418	1502	0.7139379184418746	77	87.500
Glyma.01G091400	968	1975	0.5710200190657769	Glyma.08G110500	367	1374	0.7539332913782253	931	92.361
Glyma.01G091400	201	386	0.5710200190657769	Glyma.08G110500	81	266	0.7539332913782253	178	95.699
Glyma.01G091400	1999	2031	0.5710200190657769	Glyma.08G110500	1430	1461	0.7539332913782253	32	96.970
Glyma.01G091400	2045	2074	0.5710200190657769	Glyma.08G110500	1462	1492	0.7539332913782253	27	88.571
